objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,specobjid,class,redshift,plate,mjd,fiberid
1.23768E+18,319.3938077,11.81289126,18.69085,17.52855,17.00966,16.77477,16.64795,7698,301,5,233,2.1281E+18,STAR,-0.000666216,1890,53237,539
1.23766E+18,216.8107364,57.10157532,17.42057,16.29456,15.97577,15.83802,15.78889,3225,301,6,62,2.77213E+18,STAR,-5.53E-05,2462,54561,611
1.23765E+18,135.5107147,3.590434824,18.06824,16.69102,16.126,15.81159,15.67092,2126,301,4,109,6.37354E+17,GALAXY,0.02582191,566,52238,345
1.23766E+18,141.5865725,40.63889715,18.98042,17.9901,17.67145,17.44513,17.2595,2964,301,3,112,1.05727E+18,GALAXY,0.05952261,939,52636,182
1.23767E+18,275.5855777,64.28697658,16.81685,15.82498,15.52172,15.38394,15.35682,6162,301,3,184,2.87339E+18,STAR,-0.000899936,2552,54632,356
1.23766E+18,174.4194068,61.60408827,18.65647,17.71348,17.29275,17.1027,16.93822,2304,301,2,164,8.7374E+17,GALAXY,0.01143036,776,52319,150
1.23765E+18,126.4956387,46.72006975,19.42324,17.65389,16.56944,16.05019,15.61167,2076,301,6,161,4.96523E+17,GALAXY,0.1264469,441,51868,4
1.23766E+18,205.6160596,41.09417099,19.19604,17.59424,16.8432,16.43898,16.18492,3919,301,5,30,1.55047E+18,GALAXY,0.07598735,1377,53050,375
1.23767E+18,206.5330978,18.17886998,17.80626,16.8128,16.46874,16.34958,16.31914,5308,301,2,98,3.27081E+18,STAR,-2.36E-05,2905,54580,265
1.23767E+18,319.5878655,4.62926275,19.52174,19.1918,19.03978,18.83018,18.67957,5655,301,2,87,1.27398E+19,QSO,1.917691,11315,58402,862
1.23767E+18,205.7734462,17.54307796,19.5225,18.99325,18.50748,18.35895,18.10886,5314,301,1,188,2.97464E+18,GALAXY,0.2567584,2642,54232,46
1.23767E+18,246.1260725,14.65065203,19.58516,19.52892,19.85972,20.12007,20.32395,4649,301,2,413,2.47937E+18,STAR,-2.93E-05,2202,53566,486
1.23767E+18,199.385589,28.9868114,18.11811,16.32175,15.46634,15.04528,14.72454,4649,301,3,110,2.25413E+18,GALAXY,0.0608966,2002,53471,277
1.23767E+18,240.1114576,18.03554024,17.89943,16.23368,15.45231,15.03655,14.7149,4649,301,3,368,2.47596E+18,GALAXY,0.04678693,2199,53556,392
1.23765E+18,188.6704334,3.323675358,16.05739,14.82542,14.27171,13.96027,13.73334,1458,301,5,426,5.85627E+17,GALAXY,0.01563314,520,52288,579
1.23765E+18,110.9853008,30.22302626,19.07076,18.10925,17.77082,17.65537,17.56135,2076,301,6,24,3.01405E+18,STAR,-0.000312817,2677,54180,53
1.23767E+18,204.1227809,32.74009999,18.09671,16.97309,16.56425,16.2984,16.07478,4576,301,2,555,2.37467E+18,GALAXY,0.0371767,2109,53468,520
1.23765E+18,187.3418931,-2.103001729,19.36622,18.81703,18.50716,18.18406,18.02867,1140,301,4,230,3.76189E+17,QSO,1.783673,334,51993,503
1.23765E+18,141.0638055,56.63071149,17.99872,17.91327,18.26107,18.54571,18.85586,1331,301,3,237,9.22813E+18,STAR,-5.32E-05,8196,57346,921
1.23767E+18,119.8477068,9.225342259,18.09875,16.79366,16.12665,15.71098,15.40611,5935,301,5,22,2.72364E+18,GALAXY,0.05522643,2419,54139,308
1.23767E+18,105.1654039,29.89728875,19.05647,17.82899,17.29997,17.08891,16.99722,6585,301,4,145,3.61092E+18,STAR,8.45E-05,3207,54850,566
1.23766E+18,208.9662787,51.8976946,16.77276,15.81245,15.50749,15.38186,15.37899,3180,301,2,47,1.17433E+18,STAR,-0.000439237,1043,52465,55
1.23765E+18,160.5153446,3.558341504,19.50215,19.22638,19.06808,19.09447,18.99271,2126,301,1,276,6.49647E+17,QSO,0.8219692,577,52367,9
1.23765E+18,167.4566529,3.78774983,18.07822,16.80242,16.24618,16.01308,15.90993,2126,301,1,322,3.65146E+18,STAR,-1.08E-05,3243,54910,610
1.23766E+18,243.8890573,28.45259395,18.2219,16.93713,17.1158,17.26276,17.36067,3926,301,2,127,1.58422E+18,STAR,-0.000315295,1407,52886,292
1.23766E+18,244.2237275,28.21264423,19.50239,18.54613,18.25294,18.14607,18.14157,3926,301,2,129,5.63751E+18,STAR,-0.000107583,5007,55710,452
1.23766E+18,202.6401735,46.21864728,19.18096,17.45761,16.50066,16.08537,15.75554,3699,301,4,102,1.64724E+18,GALAXY,0.1079021,1463,53063,158
1.23766E+18,206.1370709,45.51793528,18.14559,16.60903,15.90872,15.56525,15.29231,3699,301,4,119,1.64948E+18,GALAXY,0.0523316,1465,53082,147
1.23766E+18,198.0037877,46.78555314,17.49334,16.37167,15.91893,15.72274,15.50605,3699,301,4,81,1.64284E+18,GALAXY,0.02659102,1459,53117,564
1.23766E+18,190.3801587,13.65432151,19.34725,19.02979,19.12008,18.9644,18.92892,3836,301,6,276,1.99174E+18,QSO,0.5094734,1769,53502,87
1.23765E+18,151.5089976,4.52212463,16.66081,15.35509,14.63876,14.263,13.98435,2126,301,4,216,6.45269E+17,GALAXY,0.02300071,573,52325,468
1.23766E+18,175.4919587,7.47408041,18.9042,16.8511,15.9025,15.46587,15.17487,3841,301,4,71,1.82407E+18,GALAXY,0.08823594,1620,53137,426
1.23766E+18,173.1859868,4.136264005,17.707,15.95564,15.12572,14.67627,14.29443,2247,301,2,83,5.36833E+18,GALAXY,0.06206226,4768,55944,152
1.23766E+18,197.5024989,4.102074131,19.35182,17.62764,16.73704,16.32938,16.02072,2247,301,2,245,9.57073E+17,GALAXY,0.09871618,850,52338,212
1.23768E+18,28.61154271,-2.235022805,19.13629,18.20597,17.96176,17.8821,17.89318,7780,301,4,93,4.89671E+18,STAR,0.001039197,4349,55803,618
1.23767E+18,40.08915071,27.34339191,19.05139,17.94277,17.59891,17.44681,17.40091,5817,301,2,139,2.74947E+18,STAR,-0.000549383,2442,54065,98
1.23766E+18,199.4877775,7.662248812,18.84336,17.96668,17.6412,17.52965,17.52163,3842,301,4,122,6.10576E+18,STAR,2.23E-05,5423,55958,6
1.23766E+18,359.4576377,28.25701022,18.60853,17.13098,16.53441,16.30608,16.19043,4152,301,1,104,3.15601E+18,STAR,-0.000189873,2803,54368,399
1.23766E+18,126.2377648,27.17652625,18.57794,17.57425,17.2989,17.20842,17.20774,3606,301,3,14,1.08223E+19,STAR,-5.79E-05,9612,57801,470
1.23766E+18,125.4834673,39.19235206,17.99063,16.32145,15.64764,15.38861,15.2623,2825,301,5,135,3.00631E+18,STAR,-8.85E-05,2670,54115,570
1.23767E+18,216.4988592,14.01007236,19.21213,17.82485,17.11818,16.71722,16.49163,5322,301,1,48,3.09293E+18,GALAXY,0.0986366,2747,54233,299
1.23767E+18,245.0370585,17.17437009,15.95849,14.67822,14.8565,14.98732,15.06846,4671,301,2,115,2.45126E+18,STAR,-0.000580693,2177,54557,634
1.23765E+18,194.1599598,-1.27265989,17.98291,17.96863,17.92499,17.64422,17.56369,1140,301,6,275,4.25505E+18,QSO,1.784452,3779,55222,982
1.23767E+18,214.931178,14.65299775,19.17744,18.09815,17.70024,17.41524,17.30591,5322,301,2,37,3.09177E+18,GALAXY,0.07632621,2746,54232,185
1.23767E+18,301.4980006,-11.21034989,18.59498,17.28932,17.22782,17.27785,17.25861,5421,301,4,182,2.59308E+18,STAR,-0.000576211,2303,54629,473
1.23766E+18,133.3805106,5.240615243,17.3161,15.92595,16.65706,15.21985,15.05047,2986,301,5,99,2.60872E+18,STAR,-9.83E-06,2317,54152,52
1.23767E+18,158.8716995,18.25753893,18.88294,16.88005,15.8938,15.46405,15.1085,5935,301,4,282,2.91951E+18,GALAXY,0.1021373,2593,54175,190
1.23766E+18,230.4374788,29.15400666,18.15172,16.7924,16.16143,15.80538,15.5836,4512,301,5,204,2.07855E+18,GALAXY,0.07546344,1846,54173,521
1.23766E+18,232.4744993,32.44402237,17.44214,16.34158,15.93218,15.66778,15.47401,3919,301,5,184,1.56179E+18,GALAXY,0.03087196,1387,53118,622
1.23767E+18,128.0346644,13.74957235,19.34194,18.32243,18.03406,17.95591,17.91968,5194,301,6,99,3.59729E+18,STAR,0.000142368,3195,54832,157
1.23766E+18,201.7081717,42.30437421,19.03922,18.06044,17.73374,17.61327,17.61123,3840,301,6,257,9.4454E+18,STAR,-0.000348854,8389,57488,806
1.23768E+18,358.2655054,3.180019064,18.06323,17.07196,16.72909,16.60082,16.55043,7712,301,5,318,9.84159E+18,STAR,-0.00038382,8741,57390,368
1.23767E+18,133.8140567,12.61897609,19.19573,18.00061,17.59954,17.2951,17.25276,5935,301,3,116,2.73939E+18,GALAXY,0.06765523,2433,53820,280
1.23767E+18,0.622729437,-4.524437922,18.94123,17.87309,17.82876,17.85077,17.88336,6361,301,3,26,2.95448E+18,STAR,-0.000915971,2624,54380,431
1.23765E+18,340.9759771,13.59223171,19.08672,18.14445,17.75338,17.6053,17.57,1739,301,3,179,5.67928E+18,STAR,-0.000988271,5044,56186,892
1.23767E+18,311.4802476,1.991310158,17.12932,15.8928,15.97026,16.03606,16.05935,4832,301,1,430,3.16949E+18,STAR,-0.000155796,2815,54414,313
1.23765E+18,357.5430124,15.98138178,18.77948,17.26247,16.66386,16.41418,16.29078,1739,301,6,287,3.5253E+18,STAR,7.99E-05,3131,54731,395
1.23765E+18,203.1897845,67.58781896,19.16916,18.31622,18.04081,17.77528,17.71342,1412,301,6,215,5.58614E+17,GALAXY,0.09392501,496,51988,610
1.23767E+18,246.0614992,16.47368913,19.31364,19.12659,19.10523,18.84979,18.59594,4671,301,2,123,2.48608E+18,QSO,2.139939,2208,53880,331
1.23766E+18,130.5889227,41.35714033,19.47599,18.56444,18.26576,18.18291,18.14837,2825,301,2,163,5.186E+18,STAR,-0.000927582,4606,56223,382
1.23766E+18,246.3157951,42.41799699,19.11888,18.12081,17.84721,17.75811,17.75336,2299,301,3,325,9.59969E+18,STAR,-0.000321228,8526,57898,958
1.23767E+18,112.8457671,41.23547274,17.83754,16.71199,16.44801,16.36433,16.34964,6573,301,5,201,3.02092E+18,STAR,3.02E-05,2683,54153,478
1.23767E+18,141.9884095,15.11257826,19.57218,18.54728,18.21161,18.12146,18.07991,5935,301,4,172,3.59404E+18,STAR,0.000635823,3192,54829,597
1.23766E+18,175.2129303,54.07494847,19.48162,17.69315,16.81797,16.41099,16.10386,2821,301,2,164,1.14399E+18,GALAXY,0.0810959,1016,52759,291
1.23767E+18,233.6150448,22.19092842,19.42332,19.1872,19.01765,18.8917,18.97305,4671,301,2,35,2.43433E+18,QSO,1.457624,2162,54207,506
1.23767E+18,168.3056748,33.21109194,19.26087,19.00882,18.67827,18.64274,18.22994,4576,301,2,355,2.37239E+18,GALAXY,0.3448277,2107,53786,433
1.23765E+18,143.0531301,1.893622677,17.62511,16.70223,16.32348,16.15918,16.09759,1462,301,4,118,5.33909E+18,STAR,0.000375882,4742,55660,272
1.23766E+18,178.1914822,43.04491551,17.04835,15.76122,15.1166,14.75497,14.52267,3893,301,5,142,1.6293E+18,GALAXY,0.06039311,1447,53120,439
1.23766E+18,53.38196246,1.015925562,18.96401,16.96106,16.14738,15.85129,15.71197,3438,301,6,156,2.30713E+18,STAR,-0.000103202,2049,53350,568
1.23767E+18,245.8298921,14.17609871,19.28666,19.21952,19.04372,19.14399,19.42164,4670,301,3,322,2.48046E+18,GALAXY,0,2203,53915,361
1.23767E+18,140.2131887,14.96812293,19.54643,18.63021,18.31325,18.21498,18.29055,5935,301,5,160,3.59398E+18,STAR,0.001433091,3192,54829,384
1.23767E+18,136.9266464,17.30351455,18.22647,16.98105,16.31305,15.9043,15.63356,5125,301,3,60,2.74173E+18,GALAXY,0.110428,2435,53828,600
1.23766E+18,134.8345973,33.12712772,18.6304,16.80056,15.97874,15.57019,15.27817,3606,301,4,77,1.43117E+18,GALAXY,0.0860458,1271,52974,534
1.23766E+18,131.5598596,31.2298107,19.01596,17.83596,17.24953,16.97961,16.9498,3606,301,4,55,1.42892E+18,GALAXY,0.04689191,1269,52937,562
1.23766E+18,118.2154009,21.50833573,17.79115,16.53298,16.43683,16.45533,16.49978,3605,301,3,56,1.42322E+18,STAR,-5.12E-05,1264,52707,305
1.23766E+18,188.0650263,37.52825858,17.26777,16.04619,15.38207,15.05896,14.7463,4470,301,4,33,2.26318E+18,GALAXY,0.02101149,2010,53495,431
1.23765E+18,184.0773164,-1.069231758,18.79201,17.71587,17.31064,17.09239,16.98464,752,301,1,271,3.23147E+17,GALAXY,0.03146952,287,52023,50
1.23768E+18,39.72461624,0.907434575,19.42518,18.55202,18.0713,17.7449,17.62252,7717,301,1,595,7.95012E+17,GALAXY,0.1273489,706,52199,459
1.23766E+18,138.1508004,34.85499882,18.08799,16.93731,16.40535,16.06653,15.86306,3606,301,4,99,1.4334E+18,GALAXY,0.06145988,1273,52993,477
1.23767E+18,213.305399,14.90012964,18.47092,17.12652,16.47582,16.10346,15.85196,5322,301,2,26,3.09062E+18,GALAXY,0.08729219,2745,54231,104
1.23766E+18,228.3644989,37.97384216,18.72377,16.86051,15.98177,15.57916,15.25922,3926,301,3,19,1.57517E+18,GALAXY,0.05584424,1399,53172,142
1.23767E+18,158.6467502,23.32499518,17.43314,16.17868,15.58149,15.41744,15.34443,5140,301,5,52,3.65925E+18,STAR,5.80E-05,3250,54883,269
1.23767E+18,161.1739008,23.91768108,19.38962,17.52319,16.71569,16.42923,16.27684,5140,301,5,68,3.66039E+18,STAR,0.000231504,3251,54882,332
1.23765E+18,224.5028969,0.497600707,18.55733,17.24357,16.62276,16.34301,16.20834,752,301,5,541,3.73136E+18,STAR,-2.15E-05,3314,54970,468
1.23766E+18,226.985303,35.14325197,18.81954,17.81194,17.43707,17.12414,17.08395,3893,301,5,397,1.55948E+18,GALAXY,0.08927785,1385,53108,402
1.23766E+18,179.6391263,57.92117987,17.13473,16.20848,15.89189,15.74257,15.70481,3697,301,5,70,1.47953E+18,STAR,-0.000399462,1314,53050,353
1.23766E+18,186.515164,8.255287827,18.66302,17.32072,16.69447,16.33614,16.0559,3842,301,5,36,1.83086E+18,GALAXY,0.02455376,1626,53472,541
1.23766E+18,191.9185527,50.91047408,18.7953,17.83966,17.56901,17.48012,17.47481,2964,301,6,351,3.26296E+18,STAR,-0.000113978,2898,54567,369
1.23766E+18,355.9491632,44.08461378,16.30691,15.21297,14.89273,14.78472,14.77222,4072,301,4,65,2.12132E+18,STAR,-0.0001311,1884,53228,456
1.23766E+18,357.4449432,40.41907304,18.5926,17.39039,17.16837,17.12983,17.14208,4072,301,4,90,2.11907E+18,STAR,-0.000349466,1882,53262,456
1.23766E+18,357.8946862,38.49164004,18.65022,17.03322,16.34912,16.0726,15.92696,4072,301,4,103,2.11896E+18,STAR,-0.00010776,1882,53262,49
1.23765E+18,184.2892162,2.819690286,19.05642,18.22829,17.80481,17.43719,17.35456,1458,301,4,397,5.83368E+17,GALAXY,0.1163001,518,52282,553
1.23765E+18,200.8946998,-0.131049605,17.65558,16.32215,15.72061,15.36696,15.08781,1404,301,3,13,3.3343E+17,GALAXY,0.05150639,296,51984,596
1.23768E+18,318.0745373,9.026785906,19.38931,18.32182,17.92777,17.7729,17.72755,7773,301,4,34,1.27421E+19,STAR,-0.000541632,11317,58398,906
1.23766E+18,240.664803,27.58654467,19.1855,18.02785,17.46046,17.14015,16.97431,3927,301,4,89,1.56739E+18,GALAXY,0.08925132,1392,52822,504
1.23766E+18,223.8611249,31.67533856,19.38152,17.64512,16.91739,16.56846,16.30683,4512,301,5,163,2.07519E+18,GALAXY,0.08474738,1843,53816,576
1.23767E+18,243.1390895,15.28924918,18.73288,17.65257,17.24385,17.11419,17.0475,4670,301,3,303,2.47819E+18,STAR,-2.71E-06,2201,53904,315
1.23766E+18,213.5098516,39.34464454,18.19852,17.08521,16.61137,16.28225,16.11779,3919,301,5,72,1.55384E+18,GALAXY,0.06434648,1380,53084,374
1.23767E+18,243.942409,54.67257869,17.80278,16.50812,16.03447,15.72125,15.59348,4679,301,3,80,8.51745E+18,GALAXY,0.01738908,7565,56809,70
1.23765E+18,310.712491,-4.945651477,19.59867,18.40621,17.89406,17.69029,17.58212,1737,301,6,22,7.1504E+17,STAR,-0.000492279,635,52145,341
1.23765E+18,217.3241698,2.809817795,19.50262,17.48498,16.37437,15.90908,15.53278,1458,301,5,618,6.02471E+17,GALAXY,0.1372278,535,51999,417
1.23767E+18,135.6071643,13.01199992,19.33305,17.64699,16.64043,16.20899,15.871,5935,301,3,128,2.74051E+18,GALAXY,0.1317669,2434,53826,265
1.23765E+18,14.12311387,15.14281544,19.28338,17.53712,16.7281,16.32265,16.04339,1904,301,4,242,4.74099E+17,GALAXY,0.07877007,421,51821,346
1.23765E+18,119.5486055,39.81783321,19.59622,18.86336,18.68672,18.34701,18.36819,2076,301,5,104,6.12589E+17,GALAXY,0.06642956,544,52201,363
1.23766E+18,126.1304052,33.26546215,19.59083,19.55063,19.34277,19.25725,19.45982,2964,301,6,16,1.15216E+19,QSO,1.431292,10233,58130,816
1.23766E+18,189.592649,51.11502081,18.97973,18.95219,18.91088,18.5989,18.57619,2964,301,6,341,1.43902E+18,QSO,1.920912,1278,52735,449
1.23767E+18,128.4580951,13.81274381,19.40364,18.35062,17.86325,17.80551,17.74798,5194,301,6,102,3.59739E+18,STAR,-5.27E-06,3195,54832,518
1.23768E+18,2.519673201,-8.029672563,17.92538,16.54119,15.94737,15.72022,15.6115,8100,301,2,336,3.52858E+18,STAR,-0.000196822,3134,54806,48
1.23766E+18,114.475031,47.10914284,17.5855,16.53243,16.11235,15.9404,15.86538,4264,301,4,73,1.19955E+19,STAR,-0.000609772,10654,58429,414
1.23766E+18,27.07430386,0.96448679,19.30379,18.05548,18.16942,18.27929,18.3072,4263,301,6,296,2.14726E+18,STAR,-0.000403267,1907,53315,608
1.23766E+18,127.1802536,28.487648,19.44163,17.54598,16.64385,16.20743,15.87227,3606,301,4,23,1.42666E+18,GALAXY,0.06642494,1267,52932,537
1.23766E+18,131.2167727,30.95164562,18.04,16.89182,16.37951,15.99953,15.78924,3606,301,4,52,1.42891E+18,GALAXY,0.06467853,1269,52937,524
1.23766E+18,131.6428169,31.25287725,18.29829,16.31754,15.37576,14.93397,14.58863,3606,301,4,55,1.42893E+18,GALAXY,0.04672292,1269,52937,601
1.23766E+18,119.210331,28.37584022,17.04633,15.4826,14.71317,14.34116,13.97885,2830,301,4,64,9.67268E+17,GALAXY,0.0216744,859,52317,436
1.23766E+18,119.3925677,28.30613631,17.97483,16.11928,15.24909,14.83558,14.48867,2830,301,4,64,5.0137E+18,GALAXY,0.0465603,4453,55535,235
1.23767E+18,173.8672132,21.96793652,19.3309,17.81203,16.92003,16.50727,16.19502,5183,301,3,280,2.82264E+18,GALAXY,0,2507,53876,44
1.23765E+18,189.3437858,0.562827004,19.36273,18.06067,17.54876,17.35892,17.23664,752,301,5,306,3.25962E+18,STAR,-0.000113013,2895,54567,505
1.23767E+18,254.2300186,63.72272385,18.45238,17.34138,16.95589,16.81272,16.75329,6162,301,3,121,3.93081E+17,STAR,-0.00061746,349,51699,517
1.23766E+18,227.7210371,44.08425424,17.70671,16.48556,16.03044,15.872,15.81889,3918,301,4,201,3.81684E+18,STAR,-0.00051018,3390,54945,149
1.23766E+18,192.2728067,60.01510207,18.62021,17.81459,17.56178,17.46814,17.46614,2989,301,4,66,2.75408E+18,STAR,-0.001208042,2446,54571,469
1.23766E+18,198.1546104,46.81546108,17.71734,16.68137,16.24741,16.00779,15.7859,3699,301,4,81,1.64505E+18,GALAXY,0.02759759,1461,53062,395
1.23766E+18,202.2073425,46.26239166,15.76661,14.41654,13.90791,13.65757,13.44083,3699,301,4,100,1.64725E+18,GALAXY,0.008739897,1463,53063,197
1.23768E+18,32.92837328,1.079551635,18.45459,18.85539,19.33139,19.71153,20.04312,7717,301,1,549,4.76843E+18,STAR,-0.003808179,4235,55451,902
1.23766E+18,187.7545297,52.62506848,19.33571,17.62706,16.83736,16.37715,16.02895,2830,301,4,431,9.9546E+17,GALAXY,0.06022803,884,52374,598
1.23766E+18,250.9781216,29.21511935,19.13862,17.17633,16.41677,15.99505,15.67847,3964,301,6,259,1.89844E+18,GALAXY,0.07364443,1686,53472,611
1.23767E+18,230.9660352,11.91160671,19.11566,18.01713,17.56635,17.28216,17.18601,5322,301,2,143,3.09963E+18,GALAXY,0.04630812,2753,54234,82
1.23767E+18,121.7042225,15.0021367,19.48741,18.18649,17.60067,17.32914,17.22692,5071,301,4,49,2.55364E+18,GALAXY,0.03040919,2268,53682,365
1.23766E+18,215.6828549,57.37571863,19.35227,18.27602,17.83422,17.65383,17.58938,3225,301,6,57,2.77212E+18,STAR,-8.31E-05,2462,54561,574
1.23766E+18,251.0668569,37.08050796,16.50107,15.02889,14.52948,14.36535,14.32773,3225,301,6,263,2.53907E+18,STAR,-0.000124346,2255,53565,606
1.23766E+18,144.2134761,31.3474659,19.37561,18.20363,17.76554,17.50596,17.41479,4518,301,6,116,2.18768E+18,GALAXY,0.07690014,1943,53386,223
1.23766E+18,187.96118,43.22510748,19.10822,17.59927,16.82832,16.42025,16.16238,3893,301,5,189,1.63715E+18,GALAXY,0.06359719,1454,53090,326
1.23767E+18,156.8875428,23.19312667,17.73434,17.56428,17.29798,17.27586,17.31311,5140,301,5,41,7.23405E+18,QSO,1.354434,6425,56298,508
1.23766E+18,53.87017639,0.937151501,16.78184,15.66158,15.32077,15.17514,15.14502,3438,301,6,159,2.30714E+18,STAR,-0.000107977,2049,53350,607
1.23765E+18,195.4307702,3.268564663,18.26645,16.04715,15.12144,14.69266,14.3823,1458,301,5,471,5.35712E+18,GALAXY,0.04772118,4758,55682,326
1.23765E+18,214.248901,2.840030761,17.10025,16.2337,15.9062,15.54588,15.47923,1458,301,5,597,6.00262E+17,GALAXY,0.07584549,533,51994,574
1.23765E+18,229.0661681,2.508863471,19.31612,17.39392,16.25551,15.79763,15.44148,1458,301,5,696,3.32377E+18,GALAXY,0.140374,2952,54559,407
1.23765E+18,229.8055063,2.544971866,17.24843,15.9242,15.27346,14.95882,14.71306,1458,301,5,701,3.32381E+18,GALAXY,0.006261031,2952,54559,569
1.23765E+18,193.1535033,3.176411105,18.71222,17.01852,16.18146,15.78653,15.45627,1458,301,5,456,5.88942E+17,GALAXY,0.07015899,523,52026,350
1.23765E+18,234.8134955,57.95881152,17.27351,15.9618,16.1371,16.28593,16.36186,2206,301,5,99,6.92448E+17,STAR,-0.000101813,615,52347,72
1.23766E+18,185.080266,4.333162597,19.19923,17.08359,16.10958,15.65904,15.31598,2247,301,2,162,9.50265E+17,GALAXY,0.07624725,844,52378,21
1.23766E+18,200.6289355,4.16408766,18.93333,17.36609,16.49075,16.08334,15.79995,2247,301,2,266,9.59353E+17,GALAXY,0.1308833,852,52375,315
1.23767E+18,36.88571605,24.61140605,18.38673,17.11752,16.5934,16.39025,16.29192,5934,301,5,95,2.6786E+18,STAR,-0.000367381,2379,53762,304
1.23767E+18,37.73098466,26.28684992,18.43919,17.23133,16.66666,16.42738,16.29819,5934,301,5,107,2.67863E+18,STAR,-3.33E-05,2379,53762,398
1.23766E+18,135.8121694,45.80909567,18.62837,17.45963,17.24402,17.16625,17.38105,2825,301,4,202,1.01112E+18,STAR,-0.000204143,898,52606,236
1.23765E+18,321.8701402,10.98267868,19.17739,17.76998,17.16136,16.91029,16.7577,1739,301,3,53,2.20683E+18,STAR,-6.05E-05,1960,53289,236
1.23765E+18,358.6467392,14.77601131,18.96465,17.75168,17.18045,16.94204,16.81341,1739,301,3,294,3.52521E+18,STAR,-0.000167553,3131,54731,59
1.23765E+18,207.2984116,2.485466832,18.63195,17.03553,16.20856,15.73775,15.45305,1462,301,4,547,5.96859E+17,GALAXY,0.07410271,530,52026,479
1.23766E+18,240.1486085,36.94732821,19.15731,17.95292,17.47702,17.31019,17.18824,3964,301,4,179,3.916E+18,STAR,-0.001062211,3478,55008,423
1.23766E+18,240.43318,36.66411218,18.5318,17.49413,17.09538,16.96299,16.94588,3964,301,4,182,3.91601E+18,STAR,-0.000174374,3478,55008,473
1.23767E+18,235.9517943,22.24874144,19.19342,18.79326,18.62035,18.52216,18.42898,4671,301,4,48,2.44215E+18,QSO,0.7541619,2169,53556,255
1.23766E+18,169.503104,53.44106406,17.04426,15.36798,14.57764,14.12879,13.78005,2821,301,2,141,1.14061E+18,GALAXY,0.04865062,1013,52707,259
1.23767E+18,46.52075295,38.85804561,17.39571,16.29567,15.84518,15.66947,15.59114,5934,301,4,204,2.74847E+18,STAR,-0.000376072,2441,54065,536
1.23766E+18,220.7606578,42.03019477,19.59205,18.05913,17.06492,16.59912,16.26542,3699,301,5,193,1.57192E+18,GALAXY,0.1703181,1396,53112,599
1.23766E+18,228.4376707,38.95331917,19.44553,18.03349,17.39622,17.03336,16.80882,3699,301,5,237,1.57527E+18,GALAXY,0.05134491,1399,53172,506
1.23766E+18,208.7322356,58.9773634,19.17846,18.12244,17.68328,17.33303,17.22092,3225,301,6,31,1.30394E+18,GALAXY,0.0721337,1158,52668,529
1.23766E+18,136.7299671,33.40275139,17.07493,16.06947,15.76493,15.65575,15.65313,3606,301,3,87,1.4323E+18,STAR,0.000107321,1272,52989,559
1.23767E+18,234.5851543,16.54193126,19.40813,19.4649,19.44598,19.20528,19.18065,5323,301,3,42,3.14694E+18,QSO,1.796903,2795,54563,168
1.23766E+18,134.1758922,32.61579938,19.06729,17.33672,16.67092,16.29363,16.0346,3606,301,4,72,1.43116E+18,GALAXY,0.0532628,1271,52974,508
1.23767E+18,20.21353063,-0.438794592,19.56755,18.19742,17.47692,17.08979,16.97229,4858,301,2,489,4.48117E+17,GALAXY,0.09405047,398,51789,32
1.23766E+18,218.3517719,48.58540203,18.40143,17.47045,17.26419,17.00005,16.90615,3838,301,6,117,1.8838E+18,GALAXY,0.04234894,1673,53462,613
1.23765E+18,338.9931312,13.52794647,18.66931,18.30555,18.53919,18.77092,19.01162,1739,301,3,166,5.67919E+18,STAR,-1.66E-05,5044,56186,538
1.23765E+18,343.1965618,13.77234739,19.34547,18.42632,18.06448,17.91431,17.89327,1739,301,3,193,8.33176E+17,STAR,-0.00065374,740,52263,38
1.23767E+18,177.1556241,34.16675358,18.85264,17.66611,17.49199,17.42591,17.43824,4552,301,2,57,1.15531E+19,STAR,-0.000134062,10261,58462,746
1.23765E+18,188.5910089,0.570551445,18.6602,17.07101,16.48748,16.28525,16.15376,752,301,5,301,3.2596E+18,STAR,-6.19E-05,2895,54567,429
1.23765E+18,195.2374542,0.606510613,17.62311,16.34144,15.83741,15.62616,15.52933,752,301,5,345,3.31111E+17,STAR,5.39E-05,294,51986,351
1.23767E+18,182.0017985,33.79820633,18.8049,17.90117,17.53268,17.41159,17.33694,4576,301,1,431,1.15699E+19,STAR,0.00053802,10276,58225,589
1.23768E+18,327.2643838,2.717014116,19.21515,18.20545,17.8681,17.7408,17.67252,7712,301,5,111,1.0318E+19,STAR,-0.000716077,9164,58045,902
1.23765E+18,165.7682063,5.097405977,16.98743,15.80174,15.35315,15.13069,14.98104,2126,301,4,311,6.53171E+17,GALAXY,0.02545161,580,52368,542
1.23766E+18,189.1681472,7.608511388,19.09177,17.14715,16.0738,15.62683,15.26241,3841,301,4,162,1.8331E+18,GALAXY,0.1323767,1628,53474,475
1.23767E+18,137.232399,21.36016143,18.51441,17.30652,16.8156,16.5693,16.62139,5061,301,4,158,2.57156E+18,GALAXY,0.009122206,2284,53708,12
1.23768E+18,334.3416427,2.512307486,18.14721,17.15663,16.79009,16.64025,16.5755,7712,301,4,158,1.27688E+19,STAR,-0.00014856,11341,58428,52
1.23766E+18,135.6011217,32.9533953,18.38312,16.5034,15.63388,15.2361,14.93137,3606,301,3,80,1.43221E+18,GALAXY,0.06363624,1272,52989,226
